date,description,debit,credit
2024-05-29,   BY TRANSFER-UPI/CR/************/NARASIMH/BKID/makamjewel/Payme--, ,1000
2024-05-30,   TO TRANSFER-UPI/DR/************/Axis/UTIB/cred.club@/payment--,19798.64, 
2024-05-31,   TO TRANSFER-UPI/DR/************/RAJESH T S/CNRB/rajeshtsra/UPI--,1058, 
2024-06-01,   TO TRANSFER-UPI/DR/************/VARSHA E/HDFC/varshaente/UPI--,200, 
2024-06-02,   BY TRANSFER-INB pgr--, ,12000
2024-06-02,   BY TRANSFER-UPI/CR/************/ANISHA M/BKID/**********/Sent--, ,5000
2024-06-02,   DEBIT-ACHDr NACH************** RAZORPAYSOFTWA--,9767, 
2024-06-02,   TO TRANSFER-UPI/DR/************/MADALAMB/YESB/q*********/UPI--,40, 
2024-06-03,   BY TRANSFER-INB pgr--, ,5000
2024-06-03,   DEBIT-ACHDr NACH************** RAZORPAYSOFTWA--,37646, 
2024-06-03,   TO TRANSFER-UPI/DR/************/RAGHU/CNRB/raghuchari/UPI--,1000, 
2024-06-04,   CSH DEP (CDM)-CDM*******KONANAKUNTE-2         BENGALURU    KA IN--, ,49500
2024-06-04,"   CSH DEP (CDM)-CDM*******PUTTENAHALLI, B'LURU-1BANGALORE    KA IN--", ,50000
2024-06-04,   TO TRANSFER-UPI/DR/************/Axis/UTIB/cred.club@/payment--,81948.05, 
2024-06-04,   TO TRANSFER-UPI/DR/************/POLA SAI/HDFC/polasatvik/UPI--,17000, 
2024-06-06,   BY TRANSFER-INB pgr--, ,60000
2024-06-07,   DEBIT-ACHDr NACH************** RAZORPAYSOFTWA--,36680, 
2024-06-07,   ATM WDL-ATM CASH 8595  KONANAKUNTE-2         BENGALURU--,10000, 
2024-06-09,   TO TRANSFER-SBIYA********************-Cc--,25000, 
2024-06-09,   CSH DEP (CDM)-**********--, ,35500
2024-06-09,CDM SERVICE CHARGES---********,25.96, 
2024-06-09,   TO TRANSFER-UPI/DR/************/Axis/UTIB/cred.club@/payment--,23669.26, 
2024-06-11,   TO TRANSFER-UPI/DR/************/DAKSHIN /FDRL/bharatpe.9/Pay t--,440, 
2024-06-12,   BY TRANSFER-INB pgr--, ,100000
2024-06-12,   TO TRANSFER-UPI/DR/************/Axis/UTIB/cred.club@/payment--,41557.89, 
2024-06-12,   ATM WDL-ATM CASH 9857  KONANAKUNTE-2         BENGALURU--,20000, 
2024-06-12,   ATM WDL-ATM CASH 9859  KONANAKUNTE-2         BENGALURU--,20000, 
2024-06-12,   BY TRANSFER-INB pgr--, ,80000
2024-06-12,   TO TRANSFER-UPI/DR/************/Shylaja /CNRB/**********/UPI--,25000, 
2024-06-12,   TO TRANSFER-UPI/DR/************/HANUMANTHA/CNRB/rajugowda4/UPI--,10000, 
2024-06-13,   TO TRANSFER-UPI/DR/************/RAVI V/UBIN/ravivravi9/UPI--,10000, 
2024-06-13,   BY TRANSFER-UPI/CR/************/T S VAIS/KARB/vaishnaviv/UPI--, ,1800
2024-06-14,   TO TRANSFER-UPI/DR/************/HDA MOTO/YESB/saphirehon/Payme--,3615, 
2024-06-14,   TO TRANSFER-UPI/DR/************/ACT  Bro/YESB/paytm-actb/UPI--,883.82, 
2024-06-14,   ATM WDL-ATM CASH 526   KONANAKUNTE-2         BENGALURU--,20000, 
2024-06-14,   ATM WDL-ATM CASH 528   KONANAKUNTE-2         BENGALURU--,20000, 
2024-06-14,   BY TRANSFER-UPI/CR/************/PRADEEP /ICIC/akshaydeep/UPI--, ,12000
2024-06-15,   by debit card-OTHPG ******      null*HDFC Life InsuranMumbai--,10120.72, 
2024-06-15,   TO TRANSFER-UPI/DR/************/Anisha M/BKID/**********/UPI--,400, 
2024-06-15,   ATM WDL-ATM CASH 1043  KONANAKUNTE-2         BENGALURU--,20000, 
2024-06-15,   TO TRANSFER-UPI/DR/************/JIVRAJ K/BARB/jangidjivr/UPI--,500, 
2024-06-16,   TO TRANSFER-UPI/DR/************/EKAVITHA/FSFB/esarathesa/UPI--,1500, 
2024-06-17,   TO TRANSFER-INB IMPS/P2A/************/XXXXXXX219KVBL--,700, 
2024-06-17,   TO TRANSFER-UPI/DR/************/UPILITE--,500, 
2024-06-18,   BY TRANSFER-INB pgr--, ,50000
2024-06-18,   TO TRANSFER-UPI/DR/************/T L MAHESH/UBIN/tlmahesh1@/UPI--,10000, 
2024-06-18,   ATM WDL-ATM CASH 8309  ANJANAPURA BANGALORE  BANGALORE--,20000, 
2024-06-19,   TO TRANSFER-UPI/DR/************/MALLESH /KARB/mallesh.dn/UPI--,2500, 
2024-06-19,   BY TRANSFER-INB pgr--, ,30000
2024-06-19,   ATM WDL-ATM CASH 2139  BANGALORE             BANGALORE--,20000, 
2024-06-19,   ATM WDL-ATM CASH 2141  BANGALORE             BANGALORE--,20000, 
2024-06-21,   TO TRANSFER-UPI/DR/************/SUJATHA C/HDFC/teamslnco2/UPI--,65, 
2024-06-21,   ATM WDL-ATM CASH 8825  ANJANAPURA BANGALORE  BANGALORE--,5000, 
2024-06-23,   BY TRANSFER-INB pgr--, ,10000
2024-06-23,   ATM WDL-ATM CASH 1394  BANGALORE             BANGALORE--,10000, 
2024-06-23,   TO TRANSFER-UPI/DR/************/Amazon I/YESB/amazon@yap/Reque--,409, 
2024-06-25,   TO TRANSFER-UPI/DR/************/MOHAMAD /KKBK/mohamadall/UPI--,1620, 
2024-06-25,   BY TRANSFER-INB pgr--, ,85000
2024-06-25,   ATM WDL-ATM CASH 3243  KONANAKUNTE-2         BENGALURU--,20000, 
2024-06-25,   TO TRANSFER-UPI/DR/************/RAJESH T S/CNRB/rajeshtsra/UPI--,1334, 
2024-06-25,   TO TRANSFER-UPI/DR/************/SLV ELEC/PKGB/nmuralinmu/UPI--,1200, 
2024-06-25,   TO TRANSFER-UPI/DR/************/SANJAY K/BARB/kumarssanj/UPI--,13500, 
2024-06-25,   TO TRANSFER-UPI/DR/************/Axis/UTIB/cred.club@/payment--,50000, 
2024-06-25,   CREDIT INTEREST---, ,120
2024-06-26,   TO TRANSFER-UPI/DR/************/Axis/UTIB/amazonupi@/Request--,676, 
2024-06-27,   TO TRANSFER-UPI/DR/************/RAGHU/CNRB/raghuchari/UPI--,250, 
2024-06-28,   BY TRANSFER-INB pgr--, ,100000
2024-06-28,   TO TRANSFER-UPI/DR/************/A V Shas/YESB/paytmqr281/UPI--,84, 
2024-06-28,   TO TRANSFER-UPI/DR/************/BHARTI A/AIRP/airtelcomm/Payme--,1471.73, 
2024-06-28,BY CLEARING / CHEQUE-CAB   *********-****** *********--******, ,250000
2024-06-28,   TO TRANSFER-UPI/DR/************/Le trave/utib/ixigo.abhi/UPI--,2117.9, 
2024-06-28,   ATM WDL-ATM CASH 9277  ANJANAPURA BANGALORE  BANGALORE--,20000, 
2024-06-28,   ATM WDL-ATM CASH 9279  ANJANAPURA BANGALORE  BANGALORE--,20000, 
2024-06-29,   TO TRANSFER-UPI/DR/************/Axis/UTIB/cred.club@/payment--,19569.02, 
2024-06-30,   TO TRANSFER-UPI/DR/************/Le trave/utib/ixigo.abhi/UPI--,2520, 
2024-07-01,   BULK POSTING-ACHCr CNRB************** CANBANK DIV 20--, ,499.1
2024-07-02,   DEBIT-ACHDr NACH************** RAZORPAYSOFTWA--,9766, 
2024-07-02,   ATM WDL-ATM CASH 9925  ANJANAPURA BANGALORE  BANGALORE--,20000, 
2024-07-03,   TO TRANSFER-UPI/DR/************/UPILITE--,1000, 
2024-07-03,   DEBIT-ACHDr NACH************** RAZORPAYSOFTWA--,37646, 
2024-07-03,   DEBIT-ACHDr NACH************** IDFC FIRST BAN--,9081, 
2024-07-04,   TO TRANSFER-UPI/DR/************/SRI SAI /CNRB/s.s.s.c.vs/UPI--,7000, 
2024-07-04,   TO TRANSFER-UPI/DR/************/PVR INOX/YESB/amznplpvrv/UPI--,510, 
2024-07-05,   TO TRANSFER-UPI/DR/************/Axis/UTIB/cred.club@/payment--,82086.63, 
2024-07-07,   DEBIT-ACHDr NACH************** RAZORPAYSOFTWA--,36680, 
2024-07-07,   TO TRANSFER-UPI/DR/************/Amazon I/YESB/amazon@yap/Reque--,409, 
2024-07-07,   TO TRANSFER-UPI/DR/************/POLA SAI/HDFC/polasatvik/UPI--,17000, 
2024-07-07,   EXCESS DB ATM---,82.6, 
2024-07-10,   TO TRANSFER-UPI/DR/************/Smart Po/JIOP/**********/UPI--,235.2, 
2024-07-10,   TO TRANSFER-UPI/DR/************/UPILITE--,1000, 
2024-07-10,   TO TRANSFER-UPI/DR/************/TEJAS V P/UTIB/vptejas@ok/UPI--,1625, 
2024-07-10,   TO TRANSFER-UPI/DR/************/MALLESH /KARB/mallesh.dn/UPI--,3000, 
2024-07-11,   TO TRANSFER-UPI/DR/************/Axis/UTIB/cred.club@/payment--,55000, 
2024-07-11,   BY TRANSFER-INB pgr--, ,200000
2024-07-11,   ATM WDL-ATM CASH 7075  KONANAKUNTE-2         BENGALURU--,20000, 
2024-07-12,   TO TRANSFER-UPI/DR/************/Amazon I/YESB/amazon@yap/Reque--,1499, 
2024-07-12,   TO TRANSFER-UPI/DR/************/ACT  Bro/YESB/paytm-actb/UPI--,883.82, 
2024-07-12,   TO TRANSFER-UPI/DR/************/RANJITHA S/HDFC/ranjithas2/UPI--,51000, 
2024-07-13,   TO TRANSFER-UPI/DR/************/Axis/UTIB/cred.club@/payment--,22001.03, 
2024-07-13,   TO TRANSFER-UPI/DR/************/Sri Guru/YESB/paytmqr1c5/UPI--,390, 
2024-07-14,   TO TRANSFER-UPI/DR/************/Amazon I/RATN/amazon@rap/Reque--,339, 
2024-07-14,   TO TRANSFER-UPI/DR/************/VETUKURI/YESB/paytm.s112/UPI--,230, 
2024-07-15,   TO TRANSFER-UPI/DR/************/Sri Anja/YESB/paytm-1478/UPI--,500, 
2024-07-15,   TO TRANSFER-UPI/DR/************/Ramamoha/KKBK/**********/UPI--,13320, 
2024-07-15,   TO TRANSFER-UPI/DR/************/UPILITE--,1500, 
2024-07-16,   CASH WITHDRAWAL-CASH Withdrawn at GCC--,40000, 
2024-07-16,   TO TRANSFER-UPI/DR/************/Axis/UTIB/amazonupi@/Request--,388, 
2024-07-16,   TO TRANSFER-UPI/DR/************/KEMPARAJU/YESB/paytmqr281/UPI--,728, 
2024-07-17,   TO TRANSFER-INB IMPS/P2A/************/XXXXXXX219KVBL--,700, 
2024-07-17,   ATM WDL-ATM CASH 6494  BANGALORE             BANGALORE--,20000, 
2024-07-17,   ATM WDL-ATM CASH 6496  BANGALORE             BANGALORE--,20000, 
2024-07-18,   BY TRANSFER-INB pgr--, ,100000
2024-07-18,   TO TRANSFER-UPI/DR/************/Pola  Ma/IDFB/rudra5689-/UPI--,2000, 
2024-07-18,   BY TRANSFER-UPI/CR/************/Pola  Ma/IDFB/rudra5689-/UPI--, ,2000
2024-07-18,   BY TRANSFER-UPI/CR/************/Amazon I/YESB/amazon.ref/Refun--, ,1499
2024-07-19,   ATM WDL-ATM CASH 8700  KONANAKUNTE-2         BENGALURU--,20000, 
2024-07-19,   BY TRANSFER-UPI/CR/************/Amazon P/UTIB/amazon.ref/Refun--, ,388
2024-07-20,   TO TRANSFER-UPI/DR/************/REHA DIA/KKBK/mswipe.140/UPI--,1950, 
2024-07-20,   ATM WDL-ATM CASH 784   ANJANAPURA BANGALORE  BANGALORE--,10000, 
2024-07-22,   ATM WDL-ATM CASH 7294  BANGALORE             BANGALORE--,20000, 
2024-07-23,   TO TRANSFER-UPI/DR/************/NAHIDA K/UJVN/khuddusmoh/UPI--,1000, 
2024-07-24,"   ATM WDL-ATM CASH 1982  PUTTENAHALLI, B'LURU-1BANGALORE--",5000, 
2024-07-24,   TO TRANSFER-UPI/DR/************/Sheshadr/SBIN/sheshuthin/UPI--,3500, 
2024-07-25,   TO TRANSFER-UPI/DR/************/BHARTI A/AIRP/airtelcomm/Payme--,1471.73, 
2024-07-25,   TO TRANSFER-UPI/DR/************/RAJESH T S/CNRB/rajeshtsra/UPI--,4238, 
2024-07-25,   BY TRANSFER-INB pgr--, ,100000
2024-07-25,   TO TRANSFER-UPI/DR/************/Axis/UTIB/cred.club@/payment--,79918, 
2024-07-25,   TO TRANSFER-UPI/DR/************/SANJAY K/BARB/kumarssanj/UPI--,13500, 
2024-07-25,   TO TRANSFER-UPI/DR/************/RANJITHA S/HDFC/ranjithas2/UPI--,40000, 
2024-07-26,   TO TRANSFER-UPI/DR/************/hema7405/KARB/hema74051@/UPI--,4500, 
2024-07-27,   TO TRANSFER-UPI/DR/************/Usekiwi /YESB/paytm-3755/UPI--,5000, 
2024-07-27,   BY TRANSFER-UPI/CR/************/GAJULAPA/APGB/**********/Payme--, ,3500
2024-07-29,   BY TRANSFER-INB pgr--, ,50000
2024-07-29,   ATM WDL-ATM CASH 788   KONANAKUNTE-2         BENGALURU--,20000, 
2024-07-29,   ATM WDL-ATM CASH 790   KONANAKUNTE-2         BENGALURU--,20000, 
2024-07-30,   ATM WDL-ATM CASH 2244  ANJANAPURA BANGALORE  BANGALORE--,10000, 
2024-07-30,   BULK POSTING-ACHCr SBIN************** JSW STEEL LIMI--, ,292
2024-07-30,   BY TRANSFER-INB pgr--, ,25000
2024-07-30,   TO TRANSFER-UPI/DR/************/Axis/UTIB/cred.club@/payment--,25525.27, 
2024-07-31,   BY TRANSFER-INB IMPS/************/CNA-XX006-CAMS/*********--, ,1
2024-07-31,   BY TRANSFER-UPI/CR/************/SREE KUM/SBIN/amanchiraj/Payme--, ,1820
2024-07-31,   TO TRANSFER-UPI/DR/************/NAGESH T/CNRB/nageshkawa/UPI--,800, 
2024-07-31,   BY TRANSFER-INB IMPS/************/RNB-XX014-NOBROKER/NoBrokerC--, ,17
2024-07-31,   BY TRANSFER-INB IMPS/************/ybl-XX963-LOCON SO/Rent from--, ,49000
2024-07-31,   BY TRANSFER-INB pgr--, ,100000
2024-07-31,   TO TRANSFER-UPI/DR/************/Axis/UTIB/cred.club@/payment--,71922.17, 
2024-07-31,   TO TRANSFER-UPI/DR/************/AMBICA M/YESB/paytm.s10w/UPI--,536, 
2024-07-31,   TO TRANSFER-UPI/DR/************/RAMA SUN/KVBL/elluru.ram/Payme--,53000, 
2024-07-31,   ATM WDL-ATM CASH 2509  ANJANAPURA BANGALORE  BANGALORE--,20000, 
2024-07-31,   ATM WDL-ATM CASH 2510  ANJANAPURA BANGALORE  BANGALORE--,5000, 
2024-07-31,   BY TRANSFER-INB pgr--, ,15000
2024-07-31,   TO TRANSFER-UPI/DR/************/IRCTC/YESB/paytra1599/UPI--,4056.3, 
2024-07-31,   BY TRANSFER-UPI/CR/************/Paytm Tr/YESB/paytra1599/expre--, ,4056.3
2024-07-31,   TO TRANSFER-UPI/DR/************/IRCTC/YESB/paytra1599/UPI--,4056.3, 
2024-07-31,   TO TRANSFER-UPI/DR/************/IRCTC/YESB/paytra1599/UPI--,4382.3, 
2024-08-01,   TO TRANSFER-UPI/DR/************/PVR INOX/YESB/amznplpvrv/UPI--,180, 
2024-08-01,   TO TRANSFER-UPI/DR/************/PVR INOX/YESB/amznplpvrv/UPI--,120, 
2024-08-01,   BY TRANSFER-UPI/CR/************/MADHU V/KARB/nvmadhu9-1/UPI--, ,1
2024-08-01,   TO TRANSFER-UPI/DR/************/MADHU V/KARB/nvmadhu9-2/UPI--,1450, 
2024-08-01,   BY TRANSFER-INB pgr--, ,100000
2024-08-02,   TO TRANSFER-UPI/DR/************/UPILITE--,1500, 
2024-08-02,   TO TRANSFER-UPI/DR/************/Smart Po/JIOP/**********/UPI--,705.08, 
2024-08-02,   ATM WDL-ATM CASH 9019  BANGALORE             BANGALORE--,15000, 
2024-08-03,   DEBIT-ACHDr NACH************** IDFC FIRST BAN--,9081, 
2024-08-03,   TO TRANSFER-UPI/DR/************/IRCTC/YESB/paytra1599/UPI--,4056.3, 
2024-08-03,   TO TRANSFER-UPI/DR/************/IRCTC/HDFC/irctc89.pa/UPI--,4705.4, 
2024-08-03,   BY TRANSFER-UPI/CR/************/Paytm Tr/YESB/paytra1599/expre--, ,3560
2024-08-03,   BY TRANSFER-UPI/CR/************/Paytm Tr/YESB/paytra1599/expre--, ,4040
2024-08-03,   DEBIT-ACHDr NACH************** RAZORPAYSOFTWA--,37646, 
2024-08-03,   TO TRANSFER-UPI/DR/************/Axis/UTIB/amazonupi@/Request--,799, 
2024-08-04,   BY TRANSFER-INB pgr--, ,50000
2024-08-04,   TO TRANSFER-UPI/DR/************/POLA SAI/HDFC/polasatvik/UPI--,16000, 
2024-08-04,   TO TRANSFER-UPI/DR/************/Mr Praba/IDIB/prabakar19/UPI--,13750, 
2024-08-05,   TO TRANSFER-UPI/DR/************/SRI SHIR/UTIB/mab.******/UPI--,3006, 
2024-08-06,   ATM WDL-ATM CASH 3800  ANJANAPURA BANGALORE  BANGALORE--,20000, 
2024-08-07,   DEBIT-ACHDr NACH************** RAZORPAYSOFTWA--,36680, 
2024-08-07,   TO TRANSFER-UPI/DR/************/KEMPARAJU/YESB/paytmqr281/UPI--,714, 
2024-08-07,   BY TRANSFER-INB pgr--, ,25000
2024-08-07,   ATM WDL-ATM CASH 4036  ANJANAPURA BANGALORE  BANGALORE--,20000, 
2024-08-07,   TO TRANSFER-UPI/DR/************/MYNTRA D/INDB/myntra.pay/UPI--,1029, 
2024-08-09,   BY TRANSFER-INB pgr--, ,70000
2024-08-09,   TO TRANSFER-UPI/DR/************/Axis/UTIB/cred.club@/payment--,61097.5, 
2024-08-09,   TO TRANSFER-UPI/DR/************/ACT  Bro/YESB/paytm-actb/UPI--,883.82, 
2024-08-09,   TO TRANSFER-UPI/DR/************/MADHU V/KARB/nvmadhu9-2/UPI--,1700, 
2024-08-10,   by debit card-OTHPOS******      METRO BRANDS LIMITED  Bangalore--,6995, 
2024-08-10,   TO TRANSFER-UPI/DR/************/SHYLAJA /CNRB/**********/UPI--,2500, 
2024-03-01,POS ****** Swiggy Bangalore,250.00,
2024-03-02,Salary from ACME Corp,,75000.00
2024-03-03,NEFT to LIC Premium,1500.00,
